8.714996245373116124e-02,8.383822742080411505e-02,7.871057425521855999e-02,9.444443328122320569e-02,8.599884162279725075e-02,9.363631556952128898e-02,9.250842352075817898e-02,8.476147872399873717e-02,7.912231505940768572e-02,8.555752893347030874e-02,8.452088646914429626e-02,8.581951594519669768e-02,8.420149606456900360e-02,8.131694934538508113e-02,9.033051138054215556e-02,9.214346419470344218e-02,8.578057169628913736e-02,9.221935072855848292e-02,9.412103606308508397e-02,8.010825733197969589e-02,8.637740433085512592e-02,9.891640975920525103e-02,8.720645207441897473e-02,9.006526494189696919e-02,8.479182348359114163e-02,9.371929520114917478e-02,8.282065425931742220e-02,8.326711135878132886e-02,9.323939524509845811e-02,8.404671049896342283e-02,8.760667519773580880e-02,8.807434382806120232e-02,8.476063111198213484e-02,9.103553542898884521e-02,7.687579499935839888e-02,9.089090494928629693e-02,8.192937813493214594e-02,8.337010949678386185e-02,8.193627963889439647e-02,7.953408390359820168e-02,9.925514540441628120e-02,7.908730458717781742e-02,8.348513721245319485e-02,8.494213866283199799e-02,9.630562164599339170e-02,9.200478870495046313e-02,8.335326358771164013e-02,8.573969957630180050e-02,9.054517095215186551e-02,9.491835034200837851e-02
1.000911458729092790e-01,7.495669004647821654e-02,7.799449637821662118e-02,9.685406858461841073e-02,8.576968151943883956e-02,8.284653159325913729e-02,1.009620484141707242e-01,9.109663724094659021e-02,8.206235357947577747e-02,6.826600493579065843e-02,9.232097299870425933e-02,6.814582372312220915e-02,7.792605072878672212e-02,7.714804907370145792e-02,1.020666575476362331e-01,8.853618640964987241e-02,8.053887358780380257e-02,8.038908497513851115e-02,8.066383346901334628e-02,6.760057556493050124e-02,8.179432128522982903e-02,6.464201959186878510e-02,7.144327725619971370e-02,7.665215958278279174e-02,8.275938674509654425e-02,7.568623905594133727e-02,7.832659959408806716e-02,9.341981281720793118e-02,1.047411451891448186e-01,7.667809884052266545e-02,7.912564934733319622e-02,8.238244139211478578e-02,1.073837182536159923e-01,8.899898085462720765e-02,8.386136548350965614e-02,9.109714779532585016e-02,8.887382247821856707e-02,7.385895325633295982e-02,7.045865843446781629e-02,7.834181496561488933e-02,9.284021599842759431e-02,8.442834894629017151e-02,8.399978159270073130e-02,6.916441727838193443e-02,8.790491230750183127e-02,8.941852382047590919e-02,7.757528825782296356e-02,9.242977475545907651e-02,1.333216503630383076e-01,8.110754334481483363e-02
7.831265814432254724e-02,6.660505546517601905e-02,7.933819159667625243e-02,6.515585490707279104e-02,8.664852038216995511e-02,6.941756796500635207e-02,7.354828649431652265e-02,8.804620115924202683e-02,7.584020501358978983e-02,7.121685235772103051e-02,6.662893457343654902e-02,9.203443225929609783e-02,8.000108642601715114e-02,1.373700862843528214e-01,9.563453603151736426e-02,6.585692922449068454e-02,7.143113212559397407e-02,7.156256482531132834e-02,1.035877641156193602e-01,7.163738592781464243e-02,5.477249801468426355e-02,5.579131100837265295e-02,9.671392224043896813e-02,7.985414939068434526e-02,1.311912408027883503e-01,6.779467325219505625e-02,6.968130540574413168e-02,7.875238973203274595e-02,6.781414464621382532e-02,9.471273412692529647e-02,6.530987084037578883e-02,7.752140566199458571e-02,1.535836490854498304e-01,7.402190074299368205e-02,1.198263886911160037e-01,7.573933096039046908e-02,7.271764531159635725e-02,8.044988061754256015e-02,7.879325382953779322e-02,1.055137394446960947e-01,6.470580065092139399e-02,8.289295016146962236e-02,6.803248686029286785e-02,8.155235369417267177e-02,6.990916826905449466e-02,8.494593961564597673e-02,9.954516785802977608e-02,6.750396018364704376e-02,6.525566139964109058e-02,1.006211005381558860e-01
6.803993369752481257e-02,6.974817030047041067e-02,7.660390151869315989e-02,7.192203864860263751e-02,7.645312389447121715e-02,4.977150896243409672e-02,8.013972813117746508e-02,9.986760266077668313e-02,5.860822685399363907e-02,7.218717824276195405e-02,6.210259770685087888e-02,6.365059532340874848e-02,8.288937417147353159e-02,8.552401324380586034e-02,8.773356186786390731e-02,9.354141944972287070e-02,8.489113439407526551e-02,7.890182533774814377e-02,1.143224979879207265e-01,6.484903552317765330e-02,5.169964513443422310e-02,7.937069257295455149e-02,6.838207449654573611e-02,6.285631699045146625e-02,6.638948774804971642e-02,8.234995985012595610e-02,8.499773292530470037e-02,8.713794340887720535e-02,1.034908882047469447e-01,1.040211518873385144e-01,9.985741761682878637e-02,7.018936709127045204e-02,7.296341795042306233e-02,9.685653351188966420e-02,7.672458813513953479e-02,7.938729029025144712e-02,1.239167597800716891e-01,1.016922078294657944e-01,7.004793114671856169e-02,6.214504462087749870e-02,1.128781165431487071e-01,6.348840822527623828e-02,4.647390139215019228e-02,9.550302820379680258e-02,7.477904303752745674e-02,6.374451662124452911e-02,5.896355056322414440e-02,5.269526338152537986e-02,7.196350041152312083e-02,8.919532459285525738e-02
5.487484304797246581e-02,7.784173161434551624e-02,6.889925372062657982e-02,8.259146272099046615e-02,8.696717824997984847e-02,6.990570175503930950e-02,7.625341595370062342e-02,9.759098238513595758e-02,7.475913108004303420e-02,8.152556580948107368e-02,8.047578006063670075e-02,6.368796140522242633e-02,8.535370153660916392e-02,5.771365091057428093e-02,7.725442615338129482e-02,4.602227040464313551e-02,7.200096393999369515e-02,6.078151735609411271e-02,5.508345930336553536e-02,1.039208325947095363e-01,1.085884737487824298e-01,7.784293920093827979e-02,8.184067234014365255e-02,9.365912563814815517e-02,6.741221662984553387e-02,6.625303842777768848e-02,8.396527276078419311e-02,5.980908319361646214e-02,6.655619383029916236e-02,9.363576763589050167e-02,6.280754643970984374e-02,8.572310184776529840e-02,7.516144352563040865e-02,6.115406485401407577e-02,7.765321976006353544e-02,7.842320140413490404e-02,8.741446758104857995e-02,8.754292452792315771e-02,6.029125190964770148e-02,8.483822715581691709e-02,1.153399490316914661e-01,6.666825518194423317e-02,8.739092734273318230e-02,6.209181072864466966e-02,7.914021265515838732e-02,5.528667479533738022e-02,7.276067191438416459e-02,6.333077643629080045e-02,1.089926549886583440e-01,6.136583992713397218e-02
6.143599704430550285e-02,8.592063346827907844e-02,6.667878460847230515e-02,6.443819676600384683e-02,7.382776422991431386e-02,5.703398956862626434e-02,7.159898438342122973e-02,7.174289876019644685e-02,6.392062203373387319e-02,8.905139353844762629e-02,8.365969561340499960e-02,5.626402886156691568e-02,1.048840954143274301e-01,7.258201731219425523e-02,8.206977012207622435e-02,6.366099723711587943e-02,5.676274747375913837e-02,7.578188121473737604e-02,1.332252407347885581e-01,6.249851229797332569e-02,9.932200450021408389e-02,6.206132656115205537e-02,6.228981385758503020e-02,8.079946090612553922e-02,7.608657579293810758e-02,1.091230063415356277e-01,1.039563838147398722e-01,9.261469995928896248e-02,7.697653431418916004e-02,6.838843810339484408e-02,8.628417749001619785e-02,6.260438852908252472e-02,6.159599764185112042e-02,5.646631579584589916e-02,1.129097153020607036e-01,4.972343733157821855e-02,7.798530882216143933e-02,8.309433981972032257e-02,7.470698456184231284e-02,7.075610322282126219e-02,7.244806371859871530e-02,1.019747243324022196e-01,5.060380123429541327e-02,5.327468559490050604e-02,7.422569892544006454e-02,6.778375728091777519e-02,7.090584286420360816e-02,1.049433327517008407e-01,9.095995474524813662e-02,5.452073818484022560e-02
8.669803768861851501e-02,5.139441453697172341e-02,5.850724056303702875e-02,7.715834325526721438e-02,1.070371531418221334e-01,8.339995713310069392e-02,1.072689860391631972e-01,5.792894778757834429e-02,7.307472680365126316e-02,6.670691427716979316e-02,6.068680851051019148e-02,8.800424296604270058e-02,7.962231118657057960e-02,6.582959210101016478e-02,7.993013708906619719e-02,9.975428146027882914e-02,7.662852090937247174e-02,6.284784288648133377e-02,5.877425793038892204e-02,6.678036083734098516e-02,1.133994181752325386e-01,6.344456947049863238e-02,8.368530702945414790e-02,1.107397795376455635e-01,5.996446258510407246e-02,6.225631734876953954e-02,5.236962856734467264e-02,5.252836685890020091e-02,6.784713910138634452e-02,6.591657201886150230e-02,9.519548794934266922e-02,3.714743381686163443e-02,7.900750000867733103e-02,6.530865906201123450e-02,1.054923912925815610e-01,7.554269604526436810e-02,4.957204867609985716e-02,7.151195329880920271e-02,5.936287320402586221e-02,4.554729158818292961e-02,6.648227150819133180e-02,8.716679167209831491e-02,9.502569146078314322e-02,6.171959171691893814e-02,9.967802007119896945e-02,8.370527921888649969e-02,5.454575353225566553e-02,1.032206372559438118e-01,9.199885050491690697e-02,4.793553820050858866e-02
1.126183079374848545e-01,5.356832903641627064e-02,8.278638988128629583e-02,6.938155271560876580e-02,5.564493973234406476e-02,1.075625177784044623e-01,6.811764606397779920e-02,7.159850049233930369e-02,8.646188057343745514e-02,7.900851932908754816e-02,4.923559673690531407e-02,6.536601963913468705e-02,6.348306751940735460e-02,4.854898467611803298e-02,6.787776960447181041e-02,6.005162691286056870e-02,5.358892409832602399e-02,9.731664437039222459e-02,5.427821721850111664e-02,7.763827202772143055e-02,8.496776283929328988e-02,6.969607291717029585e-02,7.486257366739654251e-02,6.906675732971656601e-02,1.017768339350084983e-01,1.073251921244902374e-01,5.948585219542718017e-02,7.658271739975623660e-02,6.947853662957018117e-02,2.464028603172064014e-01,7.837877895968628494e-02,4.777270063660413874e-02,9.695815302411429915e-02,4.579274057548799598e-02,9.110241128587925896e-02,8.000959535011303858e-02,7.588211559188104416e-02,9.066218268810535830e-02,7.781691231768551875e-02,7.014673231730421399e-02,8.246989092888561135e-02,4.283823053094934497e-02,6.571974134230779141e-02,7.282635834757067439e-02,5.581528632397474154e-02,5.917510637340832325e-02,6.223236482034146672e-02,7.980360440366661423e-02,5.261793277780491690e-02,8.021192404896329564e-02
5.719185411943995823e-02,5.554668315267426160e-02,7.056247747717013519e-02,7.485498472817424254e-02,6.769089862663163482e-02,6.245776751696830581e-02,5.018629474857226602e-02,4.910225246875400684e-02,7.241583305625783062e-02,6.299203818085667705e-02,7.568539494953632762e-02,7.683773819866687727e-02,6.090132029034119737e-02,1.263569420927390385e-01,6.602763183608875708e-02,8.551716782318823096e-02,8.820190811689807009e-02,7.477113450203203004e-02,5.165684037477217411e-02,9.112043862599002175e-02,9.400438009646916449e-02,6.354205013489232223e-02,6.060120695320050238e-02,7.754049863504514084e-02,5.761185040307317817e-02,8.172514277142042816e-02,5.672954816371984094e-02,6.323054753782100801e-02,8.187791204924164956e-02,7.464933163942748251e-02,9.476632792578043585e-02,8.960601266150033939e-02,9.269111585755766825e-02,6.156268784249951248e-02,6.139186014354646587e-02,7.680892186916332687e-02,5.930527920507744355e-02,6.356177514691485619e-02,7.401115816100634071e-02,6.583622550109130556e-02,9.966321277821152402e-02,4.892144354769295544e-02,7.996808470364234755e-02,6.641793533446745113e-02,6.880379608529518798e-02,8.277250821483771170e-02,8.334179226929031015e-02,9.489803896700174657e-02,4.213904108923689773e-02,8.705800813602534993e-02
8.391931743259532783e-02,1.088374294733542719e-01,5.040372489408178475e-02,5.508796153839185666e-02,5.899315682601289496e-02,5.871346728124490766e-02,1.213502263511636037e-01,6.693905713458993267e-02,7.175219288257243810e-02,7.865112877522666135e-02,7.506280062757549054e-02,4.142372407863369882e-02,9.087079075255193039e-02,7.506156505786482080e-02,7.563611223679433948e-02,5.431056423398860494e-02,6.008980134197986628e-02,6.504256333464437934e-02,6.887332294328180060e-02,7.080513940339583367e-02,1.125643750691140976e-01,6.898087371886317543e-02,7.369881145262802136e-02,6.099230647422766716e-02,5.130003663598885905e-02,5.703042024748519734e-02,8.673856696763035390e-02,1.025271404592408564e-01,7.585250950811275872e-02,5.769947622249291252e-02,5.118840557688209697e-02,5.698932137706222423e-02,7.999496886959216180e-02,7.584718775287394021e-02,7.666934571249155173e-02,8.883426309148854949e-02,7.551721864710156384e-02,6.088489305385848954e-02,4.444281287487144433e-02,6.662245198495531096e-02,6.840355737770981159e-02,5.242659923491591739e-02,8.167145014110181733e-02,8.591422854147238997e-02,6.942273477802667070e-02,8.361112350909973012e-02,8.063327122049991635e-02,8.007596241855802210e-02,7.107553999907047226e-02,8.257016915385925748e-02
