0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,3,3,0,0,2,0,8,0,2,4,2,1,0,2,3,3,3,2,2,1,0,3,5,6,7,6,9,3,7,5,8,15,14,18,13,17,31,30,23,31,28,34,33,27,27,39,42,33,48,58,76,67,85,80,136,134,115,146,138,183,187,167,151,149,222,124,182,193,180,166,211,219,230,255,249,211,229,210,184,220,172,199,154,174,181,223,223,194,221,202,190,206,211,191,167,142,168,125,195,127,144,153,119,144,114,142,120,110,93,114,109,71,79,76,95,84,86,75,73,70,70,81,79,68,58,67,38,70,68,51,60,67,46,47,55,55,38,44,40,46,50,64,58,72,55,56,63,64,59,47,57,49,46,48,64,58,69,56,62,70,81,51,80,91,71,70,87,64,79,71,64,66,67,56,70,85,69,65,70,75,85,65,66,59,87,102,71,107,107,112,125,133,119,99,118,129,129,103,104,124,133,95,111,125,136,91,101,106,78,91,106,91,80,81,75,68,78,77,83,69,70,62,84,59,81,62,54,67,50,59,64
