3.631332531154989746e-02 3.551122345762514065e-02 4.954988651750905776e-02 7.388593115690389457e-02 4.103719631400550016e-02 5.159613933948445363e-02 6.057738738723070920e-02 3.713439292595709790e-02 3.990382261748934289e-02 4.140171978377054501e-02
3.394339220726332734e-02 2.863205541508863361e-02 4.190198904301125488e-02 6.501770114646338028e-02 3.662295552623406197e-02 4.786907627905222923e-02 5.834939292990171805e-02 2.581678727076542820e-02 3.868257018228237615e-02 3.921301392384347190e-02
3.296122141660795535e-02 2.626224743853225116e-02 3.559930514016130393e-02 5.908574586229483477e-02 3.641195441079913414e-02 4.351132288776844714e-02 5.837099386823067088e-02 2.213670785576023550e-02 3.890483906862455404e-02 3.910081753629683632e-02
3.245663551403005220e-02 2.521294292886035529e-02 3.134054374191327236e-02 5.504438033822343229e-02 3.668093363432206599e-02 4.017397215693830487e-02 5.823289897645261837e-02 2.065128356395345977e-02 3.923599450601129163e-02 3.906768768871027309e-02
3.229615361338023655e-02 2.516129114674212769e-02 2.865986887877012071e-02 5.246386927658092114e-02 3.645500756213279625e-02 3.784687226004579408e-02 5.828222803396500978e-02 2.011876484816072994e-02 3.984564492389866541e-02 3.922148071528177432e-02
3.227252103915104198e-02 2.474356445335328461e-02 2.685760711552803021e-02 5.024556533639030348e-02 3.650765533227250115e-02 3.610931113944701454e-02 5.802645498179252737e-02 1.993283819107807484e-02 4.090508542691261018e-02 3.948875956969610107e-02
3.210545326986704445e-02 2.494408295448509102e-02 2.575823276949446364e-02 4.866267563273542207e-02 3.782499027902568034e-02 3.497910487942491181e-02 5.793524630647479273e-02 1.988424794803039797e-02 4.156405556787497874e-02 3.987544711826957605e-02
3.245466500018492212e-02 2.504454806300678363e-02 2.448251574110778261e-02 4.679038663749596899e-02 3.737800603737753691e-02 3.395495574411576400e-02 5.798749309110150935e-02 1.984329781158088515e-02 4.274875463447252999e-02 3.955960214148077081e-02
3.242754151890702569e-02 2.514975987897715912e-02 2.417685480122292938e-02 4.522291923734540753e-02 3.771066128034169379e-02 3.330031855035319593e-02 5.805353366914584035e-02 1.998609834732728227e-02 4.377113061908231156e-02 3.931646521201120903e-02
3.233208174986052647e-02 2.535489621918856837e-02 2.384102519889456234e-02 4.430792169967967542e-02 3.970627498979099890e-02 3.273184949163730068e-02 5.747071700397518579e-02 1.998622716184438042e-02 4.403844686206846715e-02 3.924770919155815690e-02
3.260150363806809531e-02 2.545477232750616506e-02 2.368650718038247185e-02 4.426375383454713569e-02 3.889987121064313741e-02 3.179916894241098524e-02 5.783166772645058351e-02 2.023851256170968588e-02 4.461635707731163164e-02 3.877185719868513764e-02
3.278056729354345000e-02 2.576569003246415371e-02 2.342907870619233279e-02 4.228839311721882543e-02 3.957704975448467916e-02 3.144287101522762889e-02 5.742557073183367916e-02 2.022893173009929213e-02 4.584653099284195787e-02 3.968482295022496970e-02
3.280240079792257069e-02 2.583855977335789908e-02 2.319019599082967203e-02 4.209534684466721688e-02 3.972080864288017599e-02 3.160733635062958763e-02 5.733404715459046452e-02 2.041233617201817716e-02 4.674524898957768682e-02 3.906045008787650819e-02
3.280544233858641995e-02 2.595371860317242929e-02 2.322384110334610452e-02 4.086168677805557259e-02 4.083201687421558063e-02 3.159619764298807892e-02 5.747891703407611436e-02 2.054268330553080113e-02 4.832953526302643382e-02 3.944919570634048550e-02
3.277723708202448516e-02 2.654601587437605686e-02 2.338186397658365348e-02 4.054685667295004209e-02 4.320113081298319196e-02 3.122078979653218969e-02 5.740081350085633749e-02 2.063271695975552739e-02 4.858582737656791384e-02 3.926448893469405843e-02
